date,open,high,low,close,volume,ret_body,vol_change,day
2024-01-30 05:40:00+00:00,1.208e-05,1.227e-05,1.208e-05,1.222e-05,37725928391,0.011589403973509963,94.33437179496605,2024-01-30
2024-02-08 08:50:00+00:00,1.05e-05,1.061e-05,1.05e-05,1.061e-05,38134518202,0.010476190476190538,241.4097161431858,2024-02-08
2024-09-13 05:20:00+00:00,1.679e-05,1.706e-05,1.679e-05,1.701e-05,23573856312,0.0131030375223348,547.798601488563,2024-09-13
2024-10-22 05:50:00+00:00,2.347e-05,2.47e-05,2.345e-05,2.431e-05,102121044655,0.03579037068598205,220.45714748060678,2024-10-22
2024-12-19 21:35:00+00:00,2.826e-05,3.148e-05,2.825e-05,3.02e-05,170168252684,0.06864826610049535,56.05086984443778,2024-12-19
2025-03-19 10:30:00+00:00,1.077e-05,1.092e-05,1.077e-05,1.09e-05,7075896783,0.012070566388115177,102.78861674554017,2025-03-19
2025-03-23 01:00:00+00:00,1.214e-05,1.242e-05,1.214e-05,1.23e-05,13931391696,0.013179571663920935,78.9427679356077,2025-03-23
2025-04-11 03:40:00+00:00,1.093e-05,1.114e-05,1.092e-05,1.105e-05,57187511158,0.010978956999084981,749.8230385378041,2025-04-11
2025-04-16 02:15:00+00:00,1.195e-05,1.232e-05,1.194e-05,1.212e-05,89385404466,0.014225941422594006,103.66549434193263,2025-04-16
2025-04-19 04:05:00+00:00,1.214e-05,1.232e-05,1.214e-05,1.228e-05,36623510807,0.011532125205930697,397.4989022092132,2025-04-19
2025-04-21 19:50:00+00:00,1.24e-05,1.259e-05,1.24e-05,1.259e-05,3352572955,0.015322580645161281,53.459724827536995,2025-04-21
2025-05-15 08:30:00+00:00,2.152e-05,2.191e-05,2.151e-05,2.182e-05,10707435589,0.013940520446096678,69.30465594802077,2025-05-15
2025-06-28 15:55:00+00:00,1.379e-05,1.394e-05,1.378e-05,1.393e-05,7617652881,0.010152284263959416,55.715252944542115,2025-06-28
2025-09-02 18:30:00+00:00,2.017e-05,2.067e-05,2.011e-05,2.056e-05,42760147529,0.019335647000495854,120.52322645860947,2025-09-02
